npc_id,world_id,name_jp,name_en,role,dark_role,x,y,facing,npc_type,phase_count,clue_ids,shop_id,service_id,personality_note,initial_dialogue_jp,notes
NPC-W10-007,W-010,ミソノ,Misono,運河沿いの薬師,塩と水で傷を治す,34,28,left,healer,2,,SHP-W10-002,SVC-W10-HEAL,"穏やかで知識が広い",塩水は傷を洗う。……帳面の傷は、洗っても消えないけどね。,群書の塩庫・回復
NPC-W10-008,W-010,ルリ,Ruri,抄本仲買の娘,父の仕事を手伝う子ども,22,22,down,mob,1,,,,"利発で大人びている",乾いた紙と濡れた紙、どっちが本当なの？,群書の塩庫
NPC-W10-009,W-010,タツミ,Tatsumi,紙乾燥塔の番人,乾燥工程で選別が行われることを知る,40,14,up,minor,2,CL-028,,,"寡黙で仕事に忠実",上に干す紙と下に落とす紙がある。……基準は俺が決めるんじゃない。,群書の塩庫
NPC-W11-001,W-011,レンカ,Renka,注釈係,順唱派へ逆誓詞の写しを渡した,32,18,down,key,4,"CL-029,CL-030",,,"知性的で理想主義",言葉の順番で開く扉がある。……順番を変えた理由は、まだ言えない。,逆誓の修院
NPC-W11-002,W-011,フサ,Fusa,若い見習い,奥廊で順唱を試し一つの部屋を開けた,24,24,right,key,3,CL-029,,,"好奇心旺盛で怖いもの知らず",逆に唱えろと教わった。……でも、順に唱えたら開いた部屋があるんだ。,逆誓の修院
NPC-W11-003,W-011,ギオ,Gio,鐘磨き,役割名刻みを抜き取っている,38,22,left,key,3,CL-030,,,"欲深いが腕は確か",鐘の音は変わらない。……刻んだ名だけが変わる。,逆誓の修院
NPC-W11-004,W-011,サヤ,Saya,巡礼女,借りbadgeで奥回廊へ入ったことがある,28,28,up,key,3,CL-030,,,"静かで決意がある",兄のbadgeを縫い続けている。……兄はもう戻らないけど。,逆誓の修院
NPC-W11-005,W-011,ジュンペイ,Junpei,修道見習い,修院内の派閥争いに巻き込まれている,36,16,down,minor,2,,,,"真面目だが疑問を持ち始めた",順唱か逆唱か。……どちらが正しいかより、なぜ二つあるかが気になる。,逆誓の修院
NPC-W11-006,W-011,ウメ,Ume,写経婆,古い経文の矛盾に気づいている,22,20,right,minor,2,CL-030,,,"老練で口が堅い",写経を五十年やると、同じ文の裏表が見えてくるよ。,逆誓の修院
NPC-W11-007,W-011,コウエン,Kouen,巡礼badge売り,修院の権威を利用して商売する,30,14,left,merchant,2,,SHP-W11-001,,"愛想がいい商売人",badge があれば回廊を歩ける。……どの回廊かは、値段次第。,逆誓の修院・道具屋
NPC-W11-008,W-011,ミョウジュ,Myouju,修院の医僧,祈りと薬で治療する,34,26,right,healer,2,,SHP-W11-002,SVC-W11-HEAL,"穏やかで信仰深い",順唱で体を、逆唱で心を治す。……どちらが先かは、患者が決める。,逆誓の修院・回復
NPC-W11-009,W-011,リン,Rin,鐘守の少年,鐘の音の違いに敏感,26,22,down,mob,1,,,,"耳がよく素直",この鐘、前と音が違う。……誰かが名前を削ったんだ。,逆誓の修院
NPC-W11-010,W-011,ドウカク,Doukaku,修院長付の老僧,秘密保持派の重鎮,40,12,up,minor,2,CL-029,,,"威厳があり頑固",逆唱は守るためにある。……何を守るかは、お前が知る必要はない。,逆誓の修院
NPC-W12-001,W-012,ハクヤ,Hakuya,商長補佐,遺留品と骨荷を同じ航路へ乗せる,36,20,down,key,4,"CL-031,CL-032",,,"有能で冷徹。利益が最優先",届け先があれば荷は動く。……中身が骨でも干魚でも同じだ。,骨樋の港
NPC-W12-002,W-012,ニサ,Nisa,検疫clerk,疑証の人荷を貨物扱いで通した,28,16,right,key,3,CL-031,,,"真面目だが環境に染まった",clean と判定すれば通る。……判定基準は、まあ、柔軟だ。,骨樋の港
NPC-W12-003,W-012,ゴロ,Goro,骨洗い男,姉の骨箱の行先札を入れ替えた,22,28,left,key,4,CL-032,,,"粗野だが情に厚い",骨を洗うのは慣れた。……姉の骨だけは、まだ洗えない。,骨樋の港
NPC-W12-004,W-012,レミ,Remi,badge売り娘,偽badgeとclean cordを同じ縫場で売る,40,24,up,key,3,CL-031,,,"可愛らしいが商売に長ける",badge もcordも、縫い方は同じ。……意味が違うだけ。,骨樋の港
NPC-W12-005,W-012,カイゾウ,Kaizou,水門番,水門の開閉で荷の流れを制御する,32,12,down,minor,2,CL-032,,,"寡黙で責任感が強い",水門を開けたら止まらない。荷も骨も、同じ方向へ流れる。,骨樋の港
NPC-W12-006,W-012,オトメ,Otome,裏桟橋の女将,禁制荷の一時保管を引き受ける,18,24,right,minor,2,,,,"肝が据わっている",裏の桟橋は誰でも使える。……名前を聞かないのが条件だけどね。,骨樋の港
NPC-W12-007,W-012,タイチ,Taichi,積荷仕分け人,荷と骨の仕分け基準の曖昧さに疑問,34,28,left,minor,2,,,,"若くて正義感がある",仕分けの基準が分からない。……骨と荷物の違いって、何だ？,骨樋の港
NPC-W12-008,W-012,マサル,Masaru,港の道具屋,航海用品と積荷道具を売る,38,16,down,merchant,2,,SHP-W12-001,,"陽気で港を愛する",港は全部を受け入れる。……受け入れすぎかもしれないけどな。,骨樋の港・道具屋
NPC-W12-009,W-012,サキ,Saki,港の医者,船乗りと港湾労働者を治す,26,20,right,healer,2,,SHP-W12-002,SVC-W12-HEAL,"実務的で手際がいい",怪我は治す。病も治す。……心は、ちょっと専門外だ。,骨樋の港・回復
NPC-W12-010,W-012,テッペイ,Teppei,clean cord職人,cordの品質で人の扱いが変わることを知る,30,22,up,minor,2,CL-031,,,"職人気質で寡黙",cord一本で人の行先が変わる。……俺はただ編むだけだ。,骨樋の港
NPC-W12-011,W-012,ナツメ,Natsume,遺族の母,息子の骨箱を港で待ち続けている,24,26,down,minor,2,,,,"穏やかだが疲れ切っている",毎日来てる。……届くかどうかも分からないけど。,骨樋の港
NPC-W12-012,W-012,ジロウ,Jirou,舟子の若者,裏航路の存在を知っている,20,30,left,minor,1,,,,"素朴で言葉少ない",夜の航路は別にある。……乗る人は選ばない。,骨樋の港
NPC-W12-013,W-012,カナメ,Kaname,闘技場受付,港の闘技場を運営する,42,28,right,arena,2,,SHP-W12-003,SVC-W12-ARENA,"テキパキしている",腕試しかい？　ここは港だ。強さより、荷を守れるかが大事だよ。,骨樋の港・闘技場
NPC-W12-014,W-012,イソベ,Isobe,飼育係,港で荷役獣を預かる,36,30,left,breeder,2,,SHP-W12-004,SVC-W12-BREED,"獣が好きで人嫌い",獣に札を付けるのも、荷に札を付けるのも同じ手つきだ。,骨樋の港・牧場
NPC-W13-001,W-013,ヤト,Yato,地主,棚を拡張し中央献上を増やしたい,28,16,down,key,4,"CL-033,CL-034",,,"温厚だが計算高い",棚畑は家名で回る。……摘み手の名前？　帳面には要らない。,無籍の葡萄段
NPC-W13-002,W-013,ルネ,Rune,摘み子,死んだ姉の名札で三年働いている,20,24,right,key,4,CL-034,,,"芯が強く静かな怒り",この札の名前は姉のもの。……私の名前では、ここで働けない。,無籍の葡萄段
NPC-W13-003,W-013,サッカ,Sakka,棚主司祭,chapelの名簿と収穫札の対応表を持つ,34,20,left,key,3,CL-033,,,"慇懃だが二枚舌",神は名を問わない。……でも帳面は問う。矛盾だね。,無籍の葡萄段
NPC-W13-004,W-013,ホキ,Hoki,季節broker,借り名札の回転で大きく抜いている,24,28,up,key,3,CL-034,,,"口達者で抜け目がない",札を回すのが仕事だ。誰の名前かなんて、毎年変わるさ。,無籍の葡萄段
NPC-W13-005,W-013,ツチノ,Tsuchino,段道の見張り,無籍者の出入りを管理する,30,12,down,minor,2,,,,"忠実だが同情心がある",見張るのが仕事だ。……でも、見なかったことにする夜もある。,無籍の葡萄段
NPC-W13-006,W-013,ブドウ,Budou,道具屋の老人,農具と季節道具を売る,26,18,right,merchant,2,,SHP-W13-001,,"温厚で口数が少ない",鎌は名前を選ばない。……使う手は選ぶけどな。,無籍の葡萄段・道具屋
NPC-W13-007,W-013,ナズナ,Nazuna,段畑の薬草売り,棚畑の草で治療する,32,24,left,healer,2,,SHP-W13-002,SVC-W13-HEAL,"優しく誰でも助ける",薬に名前は要らない。効けばいい。,無籍の葡萄段・回復
NPC-W13-008,W-013,タネ,Tane,摘み子の子ども,籠を背負って畑で働く,22,22,down,mob,1,,,,"働き者で大人びている",名前？　段の番号で呼ばれるよ。みんなそうだもん。,無籍の葡萄段
NPC-W14-001,W-014,マシラ,Mashira,調査兵,別所属映りの者を一人黙って逃した,30,18,down,key,4,"CL-035,CL-036",,,"疲れた軍人。正義と実務の間で揺れる",映りが変わった報告書は三つある。……四つ目は書かなかった。,返らずの鏡森
NPC-W14-002,W-014,アオイ,Aoi,森番,妹へ通称札を二枚持たせた,22,24,right,key,4,CL-036,,,"静かで妹を守ることだけ考える",森では本名を使うな。……妹には、二枚持たせた。念のためだ。,返らずの鏡森
NPC-W14-003,W-014,キリ,Kiri,鏡継ぎ職,割れた鏡石片を身代わり証拠として売る,36,22,left,key,3,CL-035,,,"職人気質だが金に弱い",鏡石は割れても映る。……何を映すかは、買い手次第だ。,返らずの鏡森
NPC-W14-004,W-014,ノベ,Nobe,救出書記,本人と映りのどちらを救ったか曖昧,28,28,up,key,3,CL-035,,,"几帳面だが良心に悩む",報告書には「救出」と書いた。……本人を救ったのか映りを救ったのか、実は分からない。,返らずの鏡森
NPC-W14-005,W-014,ヒバリ,Hibari,通称札の配布係,森に入る者へ仮名札を渡す,34,16,down,minor,2,CL-036,,,"事務的だが親切",通称札を持って。本名は森に置いていけ。,返らずの鏡森
NPC-W14-006,W-014,モリオ,Morio,映り除け布売り,鏡石対策の布と道具を売る,26,20,right,merchant,2,,SHP-W14-001,,"商売上手で知識がある",この布で鏡石を覆えば映らない。……完全じゃないけどね。,返らずの鏡森・道具屋
NPC-W14-007,W-014,スズカ,Suzuka,森の薬師,鏡石の影響を受けた者を治療する,38,26,left,healer,2,,SHP-W14-002,SVC-W14-HEAL,"落ち着いていて経験豊富",映りの傷は薬では治らない。……でも、体の傷は治せる。,返らずの鏡森・回復
NPC-W14-008,W-014,カエデ,Kaede,遺留品拾い,森で見つかった品を回収する,24,30,down,minor,2,,,,"寡黙で仕事に忠実",拾ったものは全部届ける。……持ち主が分からないものが、一番多い。,返らずの鏡森
NPC-W14-009,W-014,ツカサ,Tsukasa,アオイの妹,通称札を二枚持つ少女,20,22,up,minor,2,CL-036,,,"大人しくて兄を信頼している",兄が二枚くれた。……一枚で足りるはずなのに。,返らずの鏡森
NPC-W14-010,W-014,テンマ,Tenma,飼育係,鏡森の獣を預かる,32,30,right,breeder,2,,SHP-W14-003,SVC-W14-BREED,"獣との対話に長ける",森の獣は鏡石を避ける。……賢いよ、人間より。,返らずの鏡森・牧場
NPC-W15-001,W-015,ツグラ,Tsugura,巡礼先導,姉だけは死者扱いしたくない,30,18,down,key,4,"CL-037,CL-063",,,"責任感が強く苦悩している",布で顔を隠せば、grief は等しいと教わった。……嘘だ。,黒布の巡礼路
NPC-W15-002,W-015,コノエ,Konoe,布縫い女,未登録縁者にも家名を裏縫いする,22,24,right,key,3,CL-038,,,"手先が器用で情に厚い",裏に縫うのは家名。……登録されてない人にも、縫ってあげたい。,黒布の巡礼路
NPC-W15-003,W-015,ハル,Haru,遺族の弟,借り黒布でrouteへ紛れ込んだ,36,22,left,key,4,CL-037,,,"若くて衝動的だが純粋",姉の顔を見て送りたかった。……布越しじゃ、泣けないんだ。,黒布の巡礼路
NPC-W15-004,W-015,ミト,Mito,route宿の女将,代理歩きを知りながら黙認する,28,28,up,key,3,CL-038,,,"世渡り上手で人情家",代理歩き？　知らないよ。……でも、宿銭を払えば誰でも泊める。,黒布の巡礼路
NPC-W15-005,W-015,カザネ,Kazane,風穴の番人,声伏せの風穴を管理する,34,14,down,minor,2,CL-063,,,"厳格だが心の中で泣いている",ここで素顔を晒した布は、二度と使えない。……捨てるのは、私の仕事だ。,黒布の巡礼路
NPC-W15-006,W-015,ヌノエ,Nunoe,黒布売りの老婆,巡礼用の黒布と供物を売る,26,20,right,merchant,2,,SHP-W15-001,,"物静かで敬虔",布は grief を隠すためじゃない。等しくするためだ。……そう教わった。,黒布の巡礼路・道具屋
NPC-W15-007,W-015,オウカ,Ouka,巡礼路の医者,route上の怪我と病を治す,38,26,left,healer,2,,SHP-W15-002,SVC-W15-HEAL,"実務的で偏見がない",布の下の顔は見ない。傷だけ診る。,黒布の巡礼路・回復
NPC-W15-008,W-015,シュウ,Shuu,納棺歌いの老人,葬送の歌を知る最後の世代,32,16,up,minor,2,CL-037,,,"枯れた声で深い知識がある",歌は名前を呼ばない。……でも、聞けば誰のためか分かる。,黒布の巡礼路
NPC-W15-009,W-015,アカリ,Akari,巡礼の少女,初めての巡礼で恐怖と向き合う,24,22,down,mob,1,,,,"怖がりだが好奇心がある",顔を隠すの、怖い。……でも、隠さないともっと怖いって。,黒布の巡礼路
NPC-W16-001,W-016,サラギ,Saragi,継ぎ師,偽継ぎ文様も本物に混ぜている,28,18,down,key,4,"CL-039,CL-064",,,"誇り高いが境界を越えている",継ぎ目を見せるのが正しい。……見せてはいけない継ぎ目もある。,焼継の鍛土
NPC-W16-002,W-016,ユド,Yudo,若い炉守,父の系譜補修も器修理と同じ粉でやった,22,24,right,key,3,CL-039,,,"真面目だが父への複雑な感情",父の工房を継ぐのが夢だった。……父の系譜も、俺が継いでしまった。,焼継の鍛土
NPC-W16-003,W-016,ミヤラ,Miyara,寡婦guildの頭,客の家系図へわざと美しい継ぎ目を残す,34,22,left,key,3,CL-040,,,"逞しく計算高い",割れた器も割れた家も、継げばまた使える。……値段は上がるけどね。,焼継の鍛土
NPC-W16-004,W-016,カエ,Kae,素材broker,継ぎ足し図鑑の語彙を配合商へ流す,36,16,up,key,3,"CL-040,CL-064",,,"知的で危険な橋渡し役",継ぎ足しと配合は同じ言葉で語れる。……それが何を意味するか、分かるかい？,焼継の鍛土
NPC-W16-005,W-016,ハガネ,Hagane,炉床の道具屋,鍛造道具と修繕素材を売る,30,20,down,merchant,2,,SHP-W16-001,,"職人気質で口数少ない",いい素材は継ぎ目を選ばない。……安い素材は、選ぶけどな。,焼継の鍛土・道具屋
NPC-W16-006,W-016,ヨリコ,Yoriko,炉雪の薬師,火傷と職人の怪我を治す,26,26,right,healer,2,,SHP-W16-002,SVC-W16-HEAL,"穏やかで手際がいい",火傷は治る。……継ぎ目は残るけど、それも生きた証だ。,焼継の鍛土・回復
NPC-W16-007,W-016,テツジ,Tetsuji,偽継ぎ横町の若者,偽の家督証を安く売る,24,28,left,minor,2,CL-039,,,"卑屈だが要領がいい",本物と偽物の違い？　金額だけだよ。,焼継の鍛土
NPC-W16-008,W-016,スエ,Sue,炉の子ども,継ぎ目の美しさに魅了されている,32,24,down,mob,1,,,,"好奇心旺盛で無邪気",この模様、きれいでしょ？　割れたから、こうなったんだって。,焼継の鍛土
NPC-W17-001,W-017,ナツホ,Natsuho,室番,失踪した夫の室だけ閉鎖できない,32,20,down,key,4,"CL-041,CL-042",,,"穏やかだが折れない強さ",部屋は閉めない。……まだ声が聞こえるから。,残名の回廊
NPC-W17-002,W-017,エダン,Edan,遺留品broker,遺族ごとに都合のよい遺留品を選ぶ,24,28,right,key,3,CL-042,,,"口が達者で倫理観が薄い",遺留品は真実じゃない。……遺族が欲しい真実だ。,残名の回廊
NPC-W17-003,W-017,シオ,Shio,遺族の姉,echoを聞くため偽続柄を使って通う,38,16,left,key,4,"CL-041,CL-043",,,"静かな執念を持つ",弟の声が聞こえる。……偽の続柄で入ったけど、声は本物だ。,残名の回廊
NPC-W17-004,W-017,セグ,Segu,聴取clerk,echoの濃さを数字へ潰して上申する,28,24,up,key,3,CL-043,,,"事務的で良心との闘い",数字にすれば報告できる。……数字にならない分は、切り捨てる。,残名の回廊
NPC-W17-005,W-017,キヨミ,Kiyomi,聞き役の祈祷僧,遺族の話を聞く役目,36,22,down,minor,2,CL-043,,,"穏やかで疲れている",聞くのが仕事だ。……自分の声は、もう聞こえなくなった。,残名の回廊
NPC-W17-006,W-017,モリタ,Morita,封鎖兵,回廊の安全を守る警備員,20,18,right,minor,2,,,,"忠実だが疑問を持つ",封鎖は安全のため。……でも、遺族を止めるのは辛い。,残名の回廊
NPC-W17-007,W-017,ヨリヤス,Yoriyasu,聞き札売り,echoの聴取権を売る商人,30,14,left,merchant,2,,SHP-W17-001,,"商才があり同情を装う",聞き札一枚で一時間。……もう一枚買えば、もう少し聞ける。,残名の回廊・道具屋
NPC-W17-008,W-017,カスミ,Kasumi,回廊の医者,echo接触後の心身を治療する,34,28,right,healer,2,,SHP-W17-002,SVC-W17-HEAL,"冷静で経験豊富",echoに触れた後は体が冷える。……温めるのが私の仕事だ。,残名の回廊・回復
NPC-W17-009,W-017,ツトム,Tsutomu,遺留品整理人,品の分類と保管を担当する,26,22,down,minor,2,CL-042,,,"真面目で悲しみを抑える",同じ人の品が三つの部屋に分かれてる。……どれが本当の持ち主だ？,残名の回廊
NPC-W17-010,W-017,ハツエ,Hatsue,待合の老婆,三十年通い続ける遺族,22,26,up,minor,2,,,,"穏やかだが止まらない",息子の声はまだ聞こえる。……薄くなったけど、聞こえる。,残名の回廊
NPC-W17-011,W-017,リュウタ,Ryuuta,echo録の写し師,記録の転写を担う,40,18,left,minor,2,CL-041,,,"几帳面で職務に忠実",声を文字にするのが仕事だ。……文字にできない声もある。,残名の回廊
NPC-W17-012,W-017,ミホ,Miho,遺族の娘,母に連れられて通う子ども,24,20,down,mob,1,,,,"大人しくて聡明",お母さんがお父さんの声を聞きに来てる。……私には、聞こえない。,残名の回廊
NPC-W17-013,W-017,ゲンゾウ,Genzou,空室前廊の宿屋主人,遺族向けの宿を営む,38,12,right,minor,2,,,,"世話焼きで情がある",長く待つ人には安くするよ。……待つのも仕事だからな。,残名の回廊
NPC-W17-014,W-017,クマジ,Kumaji,飼育係,回廊付近の獣を管理する,42,26,left,breeder,2,,SHP-W17-003,SVC-W17-BREED,"寡黙で獣に優しい",獣もechoを聞く。……耳を立てて、じっとしてる。,残名の回廊・牧場
NPC-W18-001,W-018,スズネ,Suzune,若書記法官,黒簿に自分の親族の二重印も載る,34,18,down,key,4,"CL-044,CL-045,CL-046",,,"切れ者だが自己矛盾に苦しむ",法は一つ、記録も一つ。……なのに印が二つある人間がいる。私の親族にも。,二署の法台
NPC-W18-002,W-018,クズロ,Kuzuro,seal切り職人,偽印より本物の再発行で儲ける,24,24,right,key,3,CL-046,,,"職人気質で倫理観が独特",偽物を作るより本物をもう一枚出す方が儲かる。……そういう制度だ。,二署の法台
NPC-W18-003,W-018,マニ,Mani,伝令走り,抜頁を運んで誰の人生が消えたか知る,40,22,left,key,4,"CL-044,CL-046",,,"走り続けることで考えないようにしている",走れば届く。……何を届けてるか、考えたら走れなくなる。,二署の法台
NPC-W18-004,W-018,トバ,Toba,失踪家の妻,調停料のため自分で転出印を押した,28,28,up,key,4,"CL-045,CL-046",,,"静かな絶望と強さ",夫を転出扱いにしたのは私だ。……調停料を払えなかったから。,二署の法台
NPC-W18-005,W-018,ヒロセ,Hirose,代書婆,庶民の書類仕事を長年引き受ける,36,26,down,minor,2,CL-065,,,"老練で世の中を知り尽くす",字を書けない人のために書く。……書いた字で人生が変わるのは、重い。,二署の法台
NPC-W18-006,W-018,ジンザ,Jinza,監査避け仲介,二署間の矛盾を利用して稼ぐ,22,20,right,minor,2,CL-044,,,"抜け目がなく愛想がいい",法印と記印が合わないと困るだろ？　合わせてやるよ、手数料は要るけど。,二署の法台
NPC-W18-007,W-018,フミヨ,Fumiyo,抄本の道具屋,抄本用紙と封印具を売る,30,16,left,merchant,2,,SHP-W18-001,,"実直な商人",紙は嘘をつかない。……書く人が嘘をつくだけだ。,二署の法台・道具屋
NPC-W18-008,W-018,アサヒ,Asahi,法台の医者,法台都市の医療を担う,38,28,right,healer,2,,SHP-W18-002,SVC-W18-HEAL,"穏やかで分け隔てない",印が一つでも二つでも、体は一つだ。治すのは同じ。,二署の法台・回復
NPC-W18-009,W-018,カオリ,Kaori,照会窓の係員,どちらの印で通すかを日常的に判断する,32,14,up,minor,2,CL-045,,,"丁寧だが麻痺している",どちらの印をお使いですか？　……毎日聞くけど、正解はない。,二署の法台
NPC-W18-010,W-018,リツ,Ritsu,法台の子ども,二重印の意味を理解できない,26,22,down,mob,1,,,,"素直で疑問をそのまま言う",おじいちゃんの印が二つあるの。一つじゃダメなの？,二署の法台
NPC-W18-011,W-018,ゴウダ,Gouda,闘技場管理人,法台都市の闘技場を仕切る,42,12,left,arena,2,,SHP-W18-003,SVC-W18-ARENA,"厳格で公正を信じる",闘技場では印は関係ない。……強いか弱いか、それだけだ。,二署の法台・闘技場
NPC-W18-012,W-018,シゲル,Shigeru,飼育係,法台の獣を預かる,44,28,right,breeder,2,,SHP-W18-004,SVC-W18-BREED,"温厚で獣好き",獣は印を二つ押されても気にしない。……人間だけが気にする。,二署の法台・牧場
NPC-W19-001,W-019,イオリ,Iori,実務監,中央より先に利益勘定で封鎖が動くと知る,34,18,down,key,4,"CL-047,CL-048",,,"冷静で責任感が強い。疲弊している",想定喪失率という言葉がある。……人の数を、予定として書く。,閉鐘の塔都
NPC-W19-002,W-019,シデ,Shide,casualty clerk,想定喪失率を丸めて書いてきた,26,24,right,key,3,CL-048,,,"事務的で良心が擦り減った",数字を丸めれば報告が通る。……丸めた分だけ、人が消える。,閉鐘の塔都
NPC-W19-003,W-019,ホナミ,Honami,bell cloth係,布の裏に古い鐘名をまだ残す,38,22,left,key,3,CL-047,,,"静かで布への愛着が深い",布に鐘名を残すのは禁じられた。……でも、裏なら見えない。,閉鐘の塔都
NPC-W19-004,W-019,ゼキ,Zeki,裏輸送舟の主,rank不足者を夜に運ぶ,20,28,up,key,3,CL-049,,,"肝が据わって金に執着",夜の舟は名前を聞かない。……戻ってこない奴もいるけどな。,閉鐘の塔都
NPC-W19-005,W-019,ノリカゼ,Norikaze,門守の古参,門での事故を最も多く見てきた,36,14,down,minor,2,CL-048,,,"老練で無表情",門で何人消えたか？　数えるのをやめた。……数え続けたら、狂う。,閉鐘の塔都
NPC-W19-006,W-019,タカネ,Takane,rank査定官,通行権の審査を担当する,30,16,right,minor,2,CL-049,,,"厳格だが公正を目指す",rank は安全のためにある。……安全の意味が変わってしまったが。,閉鐘の塔都
NPC-W19-007,W-019,コマチ,Komachi,前線の道具屋,封鎖都市用の装備を売る,28,20,left,merchant,2,,SHP-W19-001,,"商売上手で現実主義",ここの品は丈夫に作ってある。……壊れやすい場所だからな。,閉鐘の塔都・道具屋
NPC-W19-008,W-019,ナオ,Nao,閉鐘都の医者,門前の事故と怪我を治す,40,26,right,healer,2,,SHP-W19-002,SVC-W19-HEAL,"実務的で手際がいい",門の近くの傷は治りが遅い。……理由は聞くな。,閉鐘の塔都・回復
NPC-W19-009,W-019,トウジ,Touji,鐘楼の見張り,鳴らない鐘を毎日見上げる,32,10,up,minor,2,CL-047,,,"寡黙で信仰深い",鐘が鳴れば街が動く。……もう何年も、鳴ってない。,閉鐘の塔都
NPC-W19-010,W-019,ミサキ,Misaki,前橋区の子ども,封鎖都市で育った世代,24,18,down,mob,1,,,,"好奇心旺盛で怖いもの知らず",鐘の音、聞いたことないよ。……鳴ったらどうなるの？,閉鐘の塔都
NPC-W19-011,W-019,ゲンタ,Genta,rank宿の主人,冒険者向けの宿を営む,22,22,left,minor,2,,,,"豪快で客商売に長ける",rank が高い奴ほど静かだ。……帰ってこない奴を見てきたからな。,閉鐘の塔都
NPC-W19-012,W-019,ハヤテ,Hayate,闘技場の管理人,塔都の闘技場を運営する,42,14,right,arena,2,,SHP-W19-003,SVC-W19-ARENA,"厳しいが育成者を尊重する",ここで試されるのはrankだけじゃない。……覚悟もだ。,閉鐘の塔都・闘技場
NPC-W19-013,W-019,リンゴ,Ringo,飼育係,門前の獣を管理する,38,30,left,breeder,2,,SHP-W19-004,SVC-W19-BREED,"獣に詳しく温厚",門の近くの獣は耳を立てたまま眠る。……何を聞いてるのかは知らない。,閉鐘の塔都・牧場
NPC-W20-001,W-020,シュロウ,Shurou,正本聖堂の上席書記,村人失踪の処理帳を一部自分で継ぎ直した,36,22,down,key,5,"CL-050,CL-051,CL-052",,,"知性的で苦悩する良心",正本は正しい。……正しくなるように、直したからだ。,継ぎ止めの聖郭
NPC-W20-002,W-020,ヒサメ,Hisame_W20,審問補佐官,継子線の再分類で自家の汚点を消した,28,18,right,key,4,CL-051,,,"野心的で冷酷な面がある",審問は公正だ。……公正の基準を作るのは、こちら側だけどな。,継ぎ止めの聖郭。開始村ヒサメとは別人
NPC-W20-003,W-020,ナギサ,Nagisa,旧二署側の照合役,失踪記録の原写しを私蔵する,42,16,left,key,5,"CL-051,CL-052",,,"正義感が強く粘り強い",本当の記録はここにある。……出せるかどうかは、まだ分からない。,継ぎ止めの聖郭
NPC-W20-004,W-020,サラギ,Saragi_W20,継印broker,偽継印と本物の鑑定基準を両方売る,32,26,up,key,3,CL-050,,,"商才があり二枚舌",本物と偽物を見分ける方法？　買ってくれたら教えるよ。,継ぎ止めの聖郭。W-016サラギとは別人
NPC-W20-005,W-020,メズロ,Mezuro,見本配合の査定係,危険法則の再命名を知りつつ黙る,38,14,down,key,4,CL-050,,,"学者肌で臆病",配合は技術だ。……技術の元が何だったかは、知りたくない。,継ぎ止めの聖郭
NPC-W20-006,W-020,タイラ,Taira,認証前廊の番人,未認証名を審問前廊で止める,30,28,right,minor,2,CL-052,,,"忠実だが葛藤がある",認証なしでは通れない。……認証を取るのに何が要るか、知ってるか？,継ぎ止めの聖郭
NPC-W20-007,W-020,ヤシロ,Yashiro,継印検査官,認証印の正当性を審査する,34,12,left,minor,2,CL-050,,,"几帳面で制度を信じる",印が正しければ人も正しい。……そう信じなければ、仕事にならない。,継ぎ止めの聖郭
NPC-W20-008,W-020,ミカド,Mikado,巡礼受付,聖郭への巡礼者を振り分ける,26,20,down,minor,2,,,,"丁寧だが事務的",巡礼証をお持ちですか？　……なければ、ここまでです。,継ぎ止めの聖郭
NPC-W20-009,W-020,クニサダ,Kunisada,聖郭の道具屋,認証道具と巡礼装備を売る,40,20,right,merchant,2,,SHP-W20-001,,"商売人として洗練されている",聖郭の品は高い。……正統のお墨付きだからな。,継ぎ止めの聖郭・道具屋
NPC-W20-010,W-020,シオリ,Shiori,聖郭の医僧,最高位の医療を提供する,44,24,left,healer,2,,SHP-W20-002,SVC-W20-HEAL,"温厚で知識が深い",体を治すのは技術。心を治すのは……ここでは、記録を正すことだと言われる。,継ぎ止めの聖郭・回復
NPC-W20-011,W-020,correction broker,Correction_Broker,帳簿修正仲介人,系譜補修の裏取引を仲介する,24,26,up,minor,2,CL-052,,,"名前を明かさない。影の仲介者",名前は要らない。……直してほしい帳面があるなら、見せろ。,継ぎ止めの聖郭
NPC-W20-012,W-020,オウミ,Oumi,証拠庫守,聖郭の証拠庫を管理する老人,36,10,down,minor,2,CL-052,,,"厳格で長年の重みを持つ",庫の中身は見せられない。……見た者が、帰れなくなるからだ。,継ぎ止めの聖郭
NPC-W20-013,W-020,アカツキ,Akatsuki,正統派の若僧,教義と現実の間で揺れる,28,14,right,minor,2,CL-051,,,"純粋で迷いがある",継ぎ合わせれば罪は消える。……本当に？,継ぎ止めの聖郭
NPC-W20-014,W-020,ジュンナ,Junna,審問庭の書記,公開査問の記録を取る,32,8,left,minor,2,CL-050,,,"事務的で感情を殺している",審問の記録は正確に残す。……正確すぎて、読む人が減った。,継ぎ止めの聖郭
NPC-W20-015,W-020,サダオ,Sadao,深門下郭の警備兵,聖郭の最深部を警備する,40,6,up,minor,2,CL-052,,,"寡黙で忠実",ここから先は戻れない。……俺も、もう長い。,継ぎ止めの聖郭
